age,gender,height_cm,weight_kg,BMI
25,0,174.4,68,22.35712482
56,0,168.2,53.5,18.91044719
32,0,170.4,85.22,29.34961097
53,0,167.6,69.6,24.77771259
46,0,164.8,66.4,24.44858139
22,0,177,72.16,23.03297265
25,1,156,44.9,18.45003287
28,0,165.5,56.1,20.48174077
26,0,177.4,73.2,23.25968613
37,1,167.5,67.5,24.05881043
54,0,169.6,63.3,22.0065526
43,0,172,69.4,23.45862628
23,0,180.7,82.1,25.14356486
50,0,171.2,67.3,22.96188532
28,1,162,60.4,23.01478433
30,0,169,66,23.10843458
21,1,161.3,60.3,23.17653873
21,1,154.6,48,20.08270728
23,0,172,72.4,24.47268794
39,0,170,70.1,24.25605536
39,0,173.4,82.5,27.43820915
59,1,158,62.3,24.95593655
26,0,175.3,73.6,23.95046679
62,0,170.4,72.9,25.10662567
62,0,180.9,74.2,22.67392844
58,0,176.9,83.9,26.81058529
24,1,160.2,57.88,22.55295737
51,0,172.7,77.12,25.85725068
33,1,161.2,51.2,19.70334156
33,0,180.7,69,21.13161967
27,0,181.6,70.9,21.4988162
47,0,164.2,75.3,27.92856814
23,1,154.9,61.24,25.52303679
23,0,163.6,56.8,21.22177653
59,1,153.4,41.1,17.46590536
22,0,184.2,70.8,20.86671123
21,1,162.6,60.8,22.99653993
26,1,159.4,54.6,21.48899024
22,1,173.5,69.7,23.15441537
43,0,169.7,73.5,25.52252597
51,0,168.9,67.5,23.66161991
23,1,153.5,50.7,21.51746968
37,0,172.6,80.2,26.92109903
23,0,167.7,61.8,21.97466939
23,0,168.6,70.8,24.90681054
25,1,166.3,53.6,19.3811834
27,0,182.4,81.18,24.4005367
34,1,159.1,52.3,20.66147536
23,1,167.5,57,20.3163288
46,1,152.1,52,22.47734003
36,0,185.1,73.6,21.48151845
33,0,171.7,85,28.83223675
23,0,166,66.6,24.16896502
63,1,154.8,46,19.19622886
50,1,150.5,52.7,23.26685136
60,1,155,45.3,18.855359
29,0,173.7,76.1,25.22231933
30,0,175.8,80,25.88524295
37,1,166,55.2,20.03193497
45,1,160.1,51.4,20.05305085
21,1,156.9,45.7,18.5639467
61,0,165.2,62.3,22.82800509
64,0,166.2,67,24.25564143
26,1,157.7,51.1,20.54743018
40,0,172.1,78.9,26.63883713
60,1,153.3,64.9,27.61597539
25,0,176.3,79.1,25.44906664
57,1,156.8,61.3,24.93264525
21,1,167.3,52.9,18.90008643
28,1,161.5,65.5,25.11286411
28,1,160.9,62.4,24.10307774
22,0,167.6,63.5,22.60610272
52,0,160.5,59.3,23.01996293
30,0,168.5,70.2,24.72505701
61,1,166.8,60.2,21.63736637
53,1,150.5,68.1,30.06589331
22,0,184.6,80.5,23.62286059
28,1,168.3,55.3,19.52346505
25,0,176.5,74.2,23.81850428
21,1,164.9,55.9,20.55750936
60,0,171.8,73,24.7329854
21,1,158.5,48.6,19.34540099
24,0,183.2,80.3,23.92569745
27,0,173.7,77.2,25.58689951
28,0,181.3,73,22.2089104
22,0,190,104.7,29.00277008
50,0,173.5,73.6,24.44999958
39,0,178,70.9,22.3772251
28,0,174.7,82.7,27.09690568
64,0,178.5,77.5,24.32345487
64,0,175.6,64.3,20.85268341
37,0,168.8,99.2,34.81503111
35,1,161.2,54.6,21.01176659
21,0,175.7,65.8,21.31485441
56,0,170,74,25.60553633
46,0,165.3,70.6,25.83800595
22,0,185.1,81.3,23.72890557
29,0,179.6,64.5,19.99618057
25,0,172,73.5,24.84451055
55,0,180,80,24.69135802
62,0,169.7,87.6,30.41868402
61,1,148.3,41.7,18.9606732
60,0,169.8,66.6,23.09930203
41,1,168.7,55,19.32557944
22,0,177.2,84.5,26.91096515
22,1,159.5,53.6,21.06897534
29,0,172.5,75,25.20478891
21,0,173.3,69.2,23.04140561
35,0,170.7,74.1,25.43028139
32,1,158.6,57.5,22.85922376
44,1,167.4,60.4,21.55390832
24,0,173.5,80.7,26.80862726
24,1,164.7,62.5,23.04054879
38,0,184,77.1,22.7729206
30,1,164.7,54.2,19.98076391
21,0,173.4,61.8,20.55371304
26,0,173.4,74.1,24.64450058
34,0,178.8,82.3,25.74333488
22,1,157.8,59.1,23.73413909
54,0,171,70.5,24.10998256
26,1,157.9,52.9,21.21736326
49,1,164.9,60,22.06530521
22,1,167.7,53.7,19.09449428
63,0,162.9,64.5,24.3062268
63,1,150,53,23.55555556
26,0,185.8,101.4,29.37288032
24,1,153.8,51.3,21.6872604
48,1,156.4,48.3,19.74574996
61,1,158.8,55.94,22.18306061
63,0,168.7,67.6,23.75289401
60,0,169.5,79.5,27.67118281
21,1,162,54.5,20.76665143
45,0,172.4,71,23.88822196
32,1,154,53.2,22.43211334
26,0,167.8,80.5,28.58985596
60,1,155.6,72.5,29.94462104
28,0,171.3,76,25.89994646
24,0,178.1,71.6,22.57278699
43,1,168,64,22.67573696
31,0,183,76.3,22.78360059
51,0,172.8,65.7,22.00279707
45,0,171.9,67.3,22.77525829
25,0,173.7,83.86,27.79426674
21,0,166.8,72.7,26.130175
49,0,166.3,97.42,35.22602401
22,1,167,68.8,24.66922443
45,0,172.5,76.8,25.80970384
24,0,179.3,73.4,22.83155445
27,0,162.3,67.66,25.68590984
36,0,180,98.9,30.52469136
30,1,172.3,60.4,20.34540707
24,0,173,71,23.72281065
39,1,159.5,56.7,22.28751683
26,1,171,61.9,21.16890667
21,0,183.2,76.4,22.76367728
21,0,174.5,67.5,22.16730569
37,1,162.6,54.1,20.46238175
22,1,170.3,67.9,23.41210582
29,0,172.9,70.5,23.58300431
21,0,165.3,63.5,23.23956626
39,1,154.9,55.8,23.25580426
22,1,154.8,49.9,20.82373522
62,0,166.3,63.7,23.03323475
26,0,178.6,73.94,23.18016575
27,0,167,68.3,24.48994227
57,0,175.1,73.1,23.84213182
21,0,174.8,65,21.27308621
30,0,173.4,83.34,27.71758001
28,0,168,92,32.59637188
54,1,159.2,62.02,24.47065731
52,1,169.7,53.4,18.54289642
37,0,180,87.7,27.06790123
31,0,162,75.3,28.69227252
23,1,171.4,63.8,21.71696061
33,0,183,89.6,26.7550539
37,0,177.8,88.6,28.02658667
50,0,174.1,83.5,27.54792762
64,0,164.2,70.7,26.22244047
26,1,170.5,63,21.67164025
42,0,163,62.1,23.37310399
21,1,156.5,53.8,21.96613214
59,0,162.7,74.1,27.99259122
25,1,160.8,54.6,21.11643276
22,1,170.8,53.5,18.33910129
47,1,158,47,18.82711104
22,0,175.3,103.3,33.61526113
62,0,171.8,64.5,21.85311724
30,0,168,81,28.69897959
62,1,156.9,48.5,19.70134388
28,1,162.1,45.48,17.30830049
22,1,161.9,63.8,24.3403591
29,0,174.3,75.94,24.99630519
39,1,163.5,55,20.57439984
34,1,157.4,57.4,23.16874109
49,0,172.6,69.7,23.39651624
40,1,168.5,64.5,22.71746691
36,1,154,56.7,23.90791027
36,0,181.5,84.8,25.74201823
50,0,172.8,73.6,24.64849108
33,1,160,50.7,19.8046875
25,0,181.7,88.7,26.86666531
46,1,161.4,79.8,30.63344435
30,0,173.4,83.6,27.80405194
27,1,166.2,78.5,28.41892317
64,0,169.5,73.2,25.4783721
37,0,175.6,78.3,25.39292552
48,0,169.1,72.2,25.2493372
44,0,183.7,77.8,23.05479603
59,0,163.2,61.7,23.16566945
31,1,160.7,54.3,21.0265527
23,0,172.7,77,25.81701636
27,0,170.5,66.6,22.91001969
36,0,171.8,73.3,24.83462781
50,0,172.2,67,22.59480036
47,0,168.8,68.4,24.00552548
28,1,161.7,54.5,20.84377913
47,1,168.6,67.3,23.67554165
26,1,162.5,60.88,23.05514793
57,0,172.6,66.4,22.28879022
34,0,165.1,62.3,22.85566701
61,0,163.3,60.3,22.61231062
37,0,163,59.8,22.50743348
28,1,172.8,64.6,21.63440929
25,1,153.4,45.9,19.50571913
26,1,163,52.7,19.83514622
41,0,163.2,61.9,23.24076077
58,0,169.1,73.9,25.84385068
23,0,178.4,76.4,24.00510768
48,1,154.2,52.2,21.95339823
48,0,174.6,74.9,24.56933144
24,1,152.4,42.5,18.29864771
26,0,179.4,70.6,21.93612053
21,1,165.2,50.2,18.3943155
26,1,165.7,66.1,24.0744538
39,1,154.9,46.6,19.42151395
40,0,183.5,77.4,22.98628693
54,0,171,75.4,25.78571184
38,0,170.8,78.3,26.84021741
39,0,185.4,80.76,23.49507581
45,0,173.5,77.9,25.87846423
55,1,155,60.7,25.2653486
46,1,167,58.04,20.81107247
57,1,153,57.6,24.6059208
22,1,166.5,52.4,18.90178467
32,0,169,76.8,26.88981478
63,0,169.1,62.7,21.92705599
25,1,166.5,60.7,21.89576964
38,0,179.4,80,24.8567938
21,0,169.1,66.7,23.32591124
22,0,176,76.8,24.79338843
50,1,155.7,53.5,22.06869014
29,0,173.8,77.5,25.65678047
64,0,168.2,67.7,23.92966869
49,0,156.6,64.6,26.3420156
25,0,182,81.2,24.51394759
61,1,147.9,64.7,29.57794062
27,0,180.2,79.9,24.60578393
27,1,158.4,50.4,20.087236
22,1,164.1,60.8,22.57804931
26,1,163.5,50.3,18.81622385
42,0,185.3,89.6,26.09499218
28,1,164.3,52.7,19.52250256
28,1,162.1,52.9,20.13212612
23,0,175,73.18,23.8955102
26,0,173.1,77.7,25.93145485
32,0,178.1,70.9,22.35210332
24,0,181.3,74.9,22.78695053
39,0,164.7,59.4,21.89773757
39,0,183,72,21.49959688
24,1,163.3,51.3,19.23733889
39,0,180.7,81,24.80668396
25,0,181.7,81,24.53438433
37,1,167,57.3,20.54573488
30,0,182.5,86.2,25.88102834
60,0,176.5,66.4,21.31467229
27,0,172.9,84.2,28.1658009
24,1,161.9,50.8,19.3807248
42,0,165.1,54.4,19.95743636
42,1,167.9,54.3,19.26186955
38,1,157.4,52.1,21.02946709
23,0,170.5,66.9,23.01321798
25,0,169.1,55.9,19.54900207
28,0,164,79.7,29.63265913
42,1,153.5,47.2,20.03204278
45,1,158.9,54.1,21.42641295
38,0,174.9,90.9,29.71558362
36,1,156.2,63.5,26.02625414
21,1,174,64.64,21.35024442
54,1,160.3,52.7,20.50895681
41,1,164.1,72.5,26.9228384
23,0,167.9,66.3,23.5186363
27,1,158.8,50.7,20.10513359
39,0,181.5,79.5,24.13314209
53,1,154,48.4,20.40816327
30,0,170.6,82,28.17447283
28,0,176.5,68,21.82827886
33,0,179,73.8,23.03298898
30,0,174.4,62.14,20.43046671
23,0,175.5,93.9,30.48676553
48,1,162.2,60.9,23.14811295
22,0,184.7,84.9,24.88707745
26,0,181.7,70.1,21.23284373
30,0,165,75.6,27.76859504
28,1,173.4,66.3,22.05034263
60,1,161.8,48.4,18.48793166
25,0,190.2,76,21.00838013
21,0,175.5,60.8,19.74009951
21,0,179.9,75,23.17388976
62,0,172.4,59.1,19.88442138
30,0,173,76.6,25.59390558
26,0,171.2,74.1,25.28195694
23,0,171.8,64.56,21.87344572
26,0,178.3,86.1,27.08323045
23,0,178.8,80.8,25.2741368
36,0,171.2,68.1,23.23483492
23,0,173,68.7,22.95432524
22,0,174.4,56.2,18.4775061
46,0,171.7,74.5,25.2706075
37,0,179.5,76.7,23.8049053
26,0,181.4,74.04,22.5004832
61,0,159.2,67.6,26.67230625
64,0,171.5,77.2,26.24756692
62,1,151,60.9,26.70935485
33,0,169,87,30.46111831
21,1,168.2,55.7,19.68807306
31,0,172.5,69,23.1884058
46,1,162.3,61.2,23.23348629
62,1,150.2,47.7,21.14357953
56,0,174.2,71.3,23.49596186
27,1,164.1,52.3,19.4215786
22,0,178.2,72.5,22.83087768
25,0,177.1,85.48,27.25382049
39,0,175,81.5,26.6122449
46,1,157.4,50.8,20.5047395
23,0,173,63.4,21.18346754
47,0,173.8,68.5,22.67728339
25,0,173.9,70.2,23.21335687
32,1,159.2,55.1,21.74029696
22,1,176.2,68.8,22.16035075
22,0,166.8,61.6,22.14056093
28,0,180.2,93.9,28.91718537
40,1,158.1,54,21.60379363
22,0,174.7,83.1,27.22796689
34,1,167.9,56.6,20.07774984
31,0,169.9,79.5,27.54104222
46,0,171.3,65.86,22.44434834
63,0,160.5,59.1,22.94232393
56,0,175.8,66.8,21.61417787
44,0,173.9,94.3,31.18261472
23,0,165.4,72.98,26.67674569
27,0,171.2,63.74,21.74725959
63,1,153.1,53,22.61129771
63,0,160.4,60.6,23.553958
58,0,171.1,64.4,21.99813426
56,1,139.5,44.8,23.02128698
55,1,154,56,23.61275089
61,1,161.4,58.1,22.3032972
32,0,173.5,61.2,20.33070618
30,0,185.1,87,25.39255578
32,0,177.8,90.7,28.69087371
30,0,175.5,61.2,19.86996859
53,0,166.9,67.9,24.37570026
27,1,167.8,60.9,21.62884756
54,0,167.7,65.2,23.18363179
57,0,174.8,78.7,25.75679822
22,1,161.8,43.9,16.76901239
39,1,161.4,48.16,18.48755238
27,1,158.9,47.3,18.73325938
62,0,172.7,79,26.48758822
21,1,168.9,56.3,19.73554371
30,0,168.5,63.5,22.36525813
51,0,166.2,70.84,25.6458155
36,0,183.2,83.8,24.96853607
63,0,170.8,68.3,23.41234801
61,1,161.3,57,21.90817094
59,1,153.5,52.8,22.40872582
61,1,160.7,58.4,22.61419296
21,0,173.9,72.4,23.94084099
28,0,171.3,59.6,20.31101065
24,1,158.4,54.34,21.6575477
26,0,175.6,71.1,23.05794387
29,0,178.1,68.38,21.5576421
24,0,181.6,93.5,28.35175338
44,1,155.2,57.1,23.70569402
27,0,174.7,73,23.91867128
58,1,157.5,48.6,19.59183673
42,0,175,78.6,25.66530612
30,0,185,79,23.082542
29,0,169.9,69.28,24.00054597
29,0,179.9,87.3,26.97440768
47,0,173.1,73.5,24.52975459
48,0,170.5,66.5,22.87562026
45,0,173.8,72.1,23.86908222
32,1,163.2,55,20.65011053
25,0,176.6,78.6,25.20235632
45,0,180.3,79.7,24.51697408
63,0,165.5,68.3,24.93588047
27,1,162.5,57.3,21.69940828
41,0,167.5,73.5,26.19737135
22,1,158.7,50.6,20.09077377
48,1,159.4,52.4,20.62313349
24,1,160.1,51,19.89699598
61,0,166.6,62.7,22.59006844
21,0,175.5,78.7,25.55174065
39,1,153,53.6,22.8971763
24,1,160.6,61.3,23.76672782
26,0,181.6,73.1,22.16591628
34,0,171.8,87.6,29.67958248
26,0,170.1,62.6,21.63543871
32,0,173.1,73.7,24.59650222
30,0,177.8,82.3,26.03372554
22,0,170,66.6,23.0449827
24,0,177.7,82.04,25.98069689
24,1,162.7,51.7,19.53059333
23,0,172,75.5,25.52055165
28,0,181.5,68.94,20.92753227
28,0,180.8,90.6,27.71605059
34,0,188.5,118.8,33.43441521
54,0,169.1,65.3,22.8363119
50,0,173.9,74.3,24.56912273
27,1,167.5,58.2,20.74404099
27,1,160.7,64.8,25.09246068
51,0,180.8,68.6,20.98588378
59,1,145,48.2,22.92508918
22,0,173,70.8,23.65598583
27,0,180.7,86.5,26.49108843
46,0,173.6,81.4,27.01002357
56,1,163.3,66.62,24.98229077
30,0,178.5,82.2,25.79855472
23,1,157.4,49.3,19.89928459
30,0,187.4,91.2,25.96902624
27,1,154.5,84.5,35.39971303
32,0,167.8,66.1,23.4756457
26,1,165,62.8,23.06703398
50,1,157.1,60.1,24.35129724
56,0,174.9,71.3,23.30826306
45,1,156.5,56.8,23.1910094
60,0,166.5,66.9,24.13224035
63,0,168.7,59.48,20.89973573
21,1,169.3,60.18,20.99608234
23,0,177.2,70.8,22.54788559
27,1,162.6,51.5,19.47897708
40,1,166.1,51,18.48548762
50,1,157,51.1,20.73106414
33,1,161.3,54.8,21.06259241
28,1,166.1,65.6,23.77741153
27,0,189.5,72.5,20.18922174
31,0,178,87.2,27.52177755
22,0,171.1,75,25.61894518
21,0,175.4,76.84,24.97630437
26,0,178.3,68.4,21.51559771
26,0,163,74.4,28.00255937
22,0,172.3,68.5,23.07384743
21,1,160.8,54.9,21.23245712
21,1,158.5,61.6,24.52009673
24,0,186.7,71.8,20.59851008
22,0,170.1,69,23.84736855
46,0,160.2,76.2,29.69135023
62,0,156.4,55.84,22.82821279
30,0,175.8,73.8,23.87913662
23,0,179.2,75.4,23.47985092
51,0,160.7,58.7,22.73036176
35,1,170.8,79.7,27.32011913
48,0,166.7,64,23.03078676
24,0,170.9,63.1,21.60455045
27,0,175.6,70,22.70121056
42,1,159.2,57.9,22.84506704
64,1,151.9,47.6,20.62962839
32,1,164.1,54.4,20.20141254
45,0,170,76.4,26.43598616
58,0,175.5,66.6,21.62320111
22,0,163.6,61.7,23.05252838
32,0,170.2,70,24.16456205
40,1,168.6,61,21.45925766
25,0,172.9,70.2,23.4826511
24,0,171.1,68.1,23.26200222
23,1,162.4,61.52,23.32621515
33,0,178,84,26.51180407
33,0,178,78.3,24.71278879
53,1,156.1,54,22.16092856
51,1,165.8,58,21.09885761
58,0,167.4,65.52,23.38099459
29,1,157.9,59,23.66397793
32,0,173,68.9,23.02115006
25,0,172.8,66.3,22.20373585
26,1,162.1,60.3,22.94834036
60,0,169.7,78.1,27.11985413
59,0,163.5,65.7,24.5770558
44,0,182.2,79.44,23.92998852
57,0,162.4,65.8,24.94904026
24,1,169.6,71.48,24.85036935
36,0,182.4,86.3,25.93947176
24,1,161.5,59.24,22.71276443
24,0,170.1,68.9,23.81280714
59,0,160.8,58.2,22.50872503
48,0,166.3,67.12,24.26986996
44,0,179,92.9,28.99410131
63,0,170.4,67.2,23.14355617
27,0,172.1,73.2,24.7143584
29,0,172,66.3,22.41076257
48,0,167.6,66.4,23.63850741
39,1,152.9,42.2,18.05084264
53,0,174.5,69.2,22.72559339
35,0,173.8,97.6,32.31099064
57,0,167.1,73.3,26.2513157
24,0,181.4,87,26.43897944
50,0,175,81.3,26.54693878
23,0,174.3,72.1,23.73233611
23,1,159.4,56.6,22.27613274
56,0,168.4,85.5,30.14962678
24,0,172,68.24,23.06652244
52,1,152.1,49.5,21.39669868
59,1,156.7,55.82,22.73274285
29,0,169.7,66.6,23.12653374
26,0,174.3,80.1,26.36560503
43,1,167.5,51.4,18.32033861
23,0,180.5,85.78,26.32883419
52,0,167.2,79.2,28.33039537
28,0,168.8,61.2,21.47862806
51,1,167.7,58.2,20.69459156
24,1,163.8,58.2,21.69177993
59,0,177.5,73.9,23.45566356
26,0,164.8,60.74,22.36456075
47,1,160.5,61.6,23.91281141
59,0,164.6,57.2,21.11233979
38,1,158.6,58.4,23.2170203
29,0,169.6,62.8,21.83272517
32,0,168.5,66.8,23.52754713
36,0,172.5,72.7,24.43184205
24,0,155.9,55.28,22.7444691
46,1,150,72.8,32.35555556
28,0,174.6,74.7,24.50372575
50,1,157.3,51.8,20.93496863
50,1,167.2,60.1,21.49819143
56,0,175.1,81.5,26.58185695
26,0,177.9,74.74,23.61572035
24,0,177.8,75.7,23.94596626
46,1,153.1,64.8,27.64551117
37,1,168.8,57.6,20.21517935
61,1,157.2,49.2,19.90948468
30,0,175.5,72.4,23.50630271
34,0,167.4,68.9,24.58715701
62,0,170,72.7,25.15570934
62,0,168.7,71.8,25.22866553
22,0,164.2,60.8,22.55055701
54,1,169.1,51.9,18.15014683
36,0,172.4,67.7,22.77792432
48,1,155.2,64.6,26.81940164
40,0,181.6,78.7,23.86398921
49,0,169.7,67.74,23.52239333
24,0,176.7,76.6,24.53328311
46,1,165.5,58,21.17541826
37,1,155.7,53.8,22.1924398
30,0,174.2,70.1,23.1005179
60,0,180,84.1,25.95679012
30,0,180.7,86.6,26.52171396
23,1,155.5,46.5,19.2305704
53,0,165.5,72,26.28672612
43,0,173.8,85.5,28.30522233
22,1,160.1,54.4,21.22346238
46,0,179,78.4,24.46864954
30,0,171.3,70.1,23.88929272
34,0,182.4,90.3,27.14176477
45,1,161.7,53.7,20.5378154
26,1,165.6,48.6,17.7221172
61,1,155.8,59.7,24.59458079
25,1,172.5,58.2,19.55891619
42,0,187.1,92.4,26.39516591
62,0,169.1,65.3,22.8363119
51,0,168.1,75.4,26.68307759
23,0,181.2,83.6,25.46184622
51,0,181.9,96.9,29.28588677
46,1,147.6,49.2,22.58355917
57,1,149,54.4,24.50340075
50,1,162,61,23.24340802
21,1,155.1,41.56,17.27634799
31,0,182.2,72.9,21.95992149
43,1,164.1,58.1,21.57540567
35,0,173,67.9,22.68702596
37,1,162.7,71.3,26.93484148
50,0,169.3,78.3,27.31793365
23,0,163.1,70.3,26.4269719
28,0,175,61.1,19.95102041
57,1,151.4,58.9,25.6958829
27,0,177.3,75.88,24.13847622
40,0,169.1,66.7,23.32591124
34,0,176.8,75.3,24.08964804
52,1,170.6,67.9,23.32983787
23,1,161.7,58.4,22.33535231
21,1,157.3,57.9,23.40028347
25,0,175.8,84.6,27.37364442
61,0,172.9,75,25.08830246
27,1,161,52.6,20.29242699
30,0,174.4,68.6,22.55439357
24,1,155.4,48,19.87646775
48,1,155.4,51.02,21.12702885
63,1,151.4,45.8,19.98083933
28,0,170.9,78.8,26.98000911
31,0,180.3,73.3,22.54823338
60,0,171.7,77.6,26.32213614
45,0,187.5,108.1,30.74844444
23,0,172,88.7,29.98242293
49,0,166.5,69.1,24.92582673
64,0,169.2,76.6,26.75642294
26,0,167.3,71.8,25.65266929
64,1,157,56.7,23.00296158
21,1,156.9,60.6,24.61652451
24,0,178.6,88.2,27.65067108
43,0,176.4,75.1,24.13474838
28,0,175.3,82.8,26.94427514
41,1,158.2,55.2,22.05596782
26,0,178,67.4,21.2725666
51,0,174.3,59.1,19.45327412
40,0,176.5,72.8,23.36909854
35,0,174.3,65.9,21.6915527
39,0,179.3,86.7,26.96860723
52,1,149.4,50.7,22.7146874
28,0,175.2,79,25.73705719
50,0,170.9,90,30.81473122
48,0,164,54.5,20.26323617
24,0,182,88.2,26.62721893
38,0,171.3,65.1,22.18534888
63,0,162.4,62.4,23.65988012
56,1,153.5,46.3,19.65007586
58,0,170.7,70,24.02320779
41,0,184.3,78.7,23.1698948
52,1,156.2,64.5,26.43611641
22,0,174.8,74,24.21859045
22,0,182.5,82,24.62000375
34,0,175.7,80,25.91471661
29,0,174.6,71.4,23.42123184
27,0,176.6,75.8,24.30456246
31,1,163.6,61.8,23.08989066
40,0,181,73.8,22.5267849
28,0,177.7,84.9,26.88641109
29,1,157.6,48.8,19.64750444
22,0,177.4,84.5,26.85032074
21,1,162.2,55.3,21.01955084
51,1,156.8,64.5,26.23418628
25,0,187.1,86.5,24.7097603
34,0,176.4,89.8,28.85886025
63,1,158.3,54.76,21.85252419
43,0,166.3,73,26.39601471
25,1,163.1,53.2,19.99878955
41,1,152.8,48.62,20.82419616
28,0,165.3,69.5,25.43543079
23,1,159.2,47.7,18.82054746
28,0,171.4,72.2,24.57624696
31,0,173.5,88.2,29.30013537
55,0,178,65.9,20.79914152
41,0,177.9,85.9,27.14196385
57,0,163.2,61.2,22.97794118
52,1,165,51.6,18.95316804
22,1,156.9,49.2,19.98569317
44,1,158.5,66.9,26.62978037
55,0,175.9,74.2,23.98127263
57,1,161.3,57.4,22.06191249
26,0,179.9,76.4,23.60646904
56,0,167,65.9,23.62938793
46,0,167.2,68.8,24.61024244
28,1,167.5,58.7,20.9222544
22,0,165.1,60.1,22.04856481
41,0,170.1,60.6,20.94421064
33,0,163.5,54.8,20.49958384
32,0,191.7,90.2,24.54495905
59,0,168.1,66.3,23.46270615
27,0,168,70.8,25.08503401
22,0,184.6,90.6,26.5867226
27,0,186.7,75.8,21.74605939
22,1,160.3,49.5,19.26363116
28,1,162.2,55.3,21.01955084
31,0,174.1,76.9,25.37048663
28,0,168.7,86.2,30.2884536
26,0,177.3,78.4,24.94012303
41,0,179,85.5,26.68456041
22,0,170,66,22.83737024
23,0,175.1,72.7,23.71166872
34,0,174.3,57.8,19.02536793
60,0,174,73.3,24.21059585
22,0,157.8,62.2,24.97907701
40,0,185.6,79.4,23.04966186
29,0,181.1,84.44,25.74609243
21,1,158.9,65.2,25.82259009
60,0,165,55.7,20.45913682
24,0,176,78.4,25.30991736
54,0,161.6,59.3,22.70763896
60,0,162.1,66.3,25.23175731
51,0,168.9,70.4,24.67819321
29,0,170.5,66.8,22.97881855
21,0,171.2,71.8,24.49722683
61,0,169.7,65.1,22.60566586
58,1,163.5,62,23.19295981
49,0,173.2,76.1,25.36815493
37,0,181,84.7,25.85391166
50,1,168.2,56.5,19.9708461
28,0,169.7,78,27.0851296
42,0,173.1,68.6,22.89443762
24,0,176.3,78.04,25.10802984
60,0,171.3,65,22.15127
32,0,174.2,77.9,25.67090363
24,0,178.5,84.4,26.48902698
21,1,158.2,58.6,23.41448757
31,0,174.3,72.7,23.92983128
27,1,166.4,53.6,19.35789571
25,1,160,48.9,19.1015625
55,0,163.7,66.9,24.96483839
43,0,167.1,61.3,21.95369239
27,0,174.6,66.3,21.74828671
26,0,168.1,68.2,24.1350914
29,0,162.2,73.2,27.82334759
26,1,168.9,59.9,20.99749678
29,0,181.6,74.94,22.72385453
24,0,168.4,64.74,22.82908582
42,0,176.8,76.7,24.53752994
21,0,178,71.7,22.62971847
22,1,163,51.5,19.38349204
57,1,152.4,55.2,23.7667142
21,0,174.2,74.1,24.41866443
22,0,167.7,71.4,25.38821027
37,0,178.5,75,23.5388273
23,0,169.5,77.1,26.83582635
60,1,156.5,55.1,22.49691229
32,0,173.2,71,23.66805519
28,0,175.9,80.8,26.11437774
52,1,151.4,59.6,26.00126691
60,1,152.9,51.3,21.94332292
46,0,176.7,68.6,21.97106033
62,0,168.1,73.9,26.15224713
29,0,174.6,69.4,22.76517492
30,0,185.4,88.6,25.77592517
27,0,177.5,77.6,24.63003372
21,1,160.2,56.86,22.1555141
25,1,166.2,60.9,22.04729198
34,0,170.7,53.7,18.42923226
59,1,152.5,52.3,22.48857834
43,0,163.8,72.5,27.02154717
24,0,178.3,67.1,21.10667553
45,1,159.2,51.2,20.20151006
43,1,158.3,54,21.54923861
28,0,182.6,71.7,21.50391869
53,1,158.8,62.9,24.94305528
41,0,169.3,54.4,18.97950946
22,0,172.1,63.8,21.54065664
24,0,179.6,65.6,20.33720071
50,0,173.2,84.1,28.03497805
21,0,168.8,58.9,20.67142472
56,1,169,62.9,22.02303841
25,0,168.3,72.4,25.56055822
42,0,171.7,70.5,23.91379636
61,1,155.5,53.8,22.24956318
46,0,165.8,65,23.64527145
30,0,168.4,56.5,19.92343758
25,1,158.9,51.8,20.51549336
49,1,158.3,55.3,22.06801658
21,1,163.5,47.5,17.76879986
56,0,167,72.2,25.88834307
32,0,181.2,87,26.49737585
29,1,157.2,47.9,19.38342106
22,1,159.3,52.6,20.72784692
62,0,162,73.1,27.85398567
21,0,181.9,76.6,23.15065972
33,1,163.5,50.1,18.74140785
55,0,171.3,82.34,28.06054726
44,1,165.7,57.1,20.79654027
23,0,177.1,66.7,21.2661421
49,0,168.1,64.1,22.68415482
22,0,172.8,73.8,24.71547068
41,1,164.1,67,24.88041618
51,1,155.7,50.4,20.78994361
26,0,175.3,70,22.77897657
43,1,157,54,21.90758246
27,0,176.9,98.8,31.57194073
26,1,168.7,59.1,20.76621355
63,1,151,55,24.12174905
24,0,181.6,75.82,22.99069456
22,0,172.8,64.7,21.66789909
37,1,159.4,53.8,21.17413324
31,0,178.8,97,30.34147611
29,1,160.7,48.4,18.74189965
30,0,169.4,73.9,25.75239508
52,1,154.5,54.4,22.78987443
53,0,172.2,59.5,20.06553167
21,1,172.4,67.7,22.77792432
29,1,156.7,52.2,21.25849474
41,1,159.6,53.5,21.00332284
23,0,174.2,67,22.07895434
60,0,165.9,76.8,27.90412752
32,0,182.4,91.7,27.56256733
55,0,171.1,76.4,26.09716549
34,0,166.4,63.2,22.82498151
51,1,157.2,46.3,18.73595815
26,0,169.4,69.7,24.28879482
35,0,178.7,82.5,25.83478452
28,0,169.6,69.6,24.19677821
23,0,177.4,73.62,23.39314335
23,1,161.3,66.4,25.52109738
39,0,181.5,70.1,21.27966365
21,1,173.7,62.5,20.71478263
22,1,153.2,58.6,24.967789
